time,us_aqi,pm10,pm2_5,ozone,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,temperature_2m,relative_humidity_2m,wind_speed_10m,cloud_cover,precipitation,dayofweek,hour,month
2025-05-16 23:00:00,66.0,33.5,19.8,36.0,240.0,27.4,13.3,29.115,81.0,8.427383,65.0,0.0,4,23,5
2025-05-17 00:00:00,66.0,30.9,18.1,38.0,213.0,23.7,11.7,29.115,81.0,5.506941,48.0,0.0,5,0,5
2025-05-17 01:00:00,66.0,28.9,16.7,42.0,193.0,18.8,9.7,29.065,79.0,5.6920996,50.0,0.0,5,1,5
2025-05-17 02:00:00,66.0,28.8,16.4,46.0,180.0,14.7,8.2,29.565,76.0,6.9527545,58.0,0.0,5,2,5
2025-05-17 03:00:00,65.0,28.2,16.0,47.0,171.0,12.5,7.3,30.365,71.0,10.365251,52.0,0.0,5,3,5
2025-05-17 04:00:00,65.0,28.8,15.7,48.0,169.0,11.1,6.9,31.315,68.0,12.413476,52.0,0.0,5,4,5
2025-05-17 05:00:00,64.0,29.2,15.9,47.0,184.0,12.3,7.5,32.065,65.0,14.003029,60.0,0.0,5,5,5
2025-05-17 06:00:00,64.0,30.4,16.0,49.0,234.0,12.4,9.7,33.265,62.0,15.876775,48.0,0.0,5,6,5
2025-05-17 07:00:00,64.0,35.0,17.3,53.0,300.0,12.4,12.8,33.614998,61.0,16.520823,51.0,0.0,5,7,5
2025-05-17 08:00:00,64.0,41.1,18.1,60.0,337.0,11.7,15.3,33.965,60.0,16.946787,48.0,0.0,5,8,5
2025-05-17 09:00:00,64.0,45.3,18.7,75.0,317.0,9.6,16.9,33.965,59.0,17.654686,47.0,0.0,5,9,5
2025-05-17 10:00:00,64.0,46.4,20.4,94.0,268.0,6.8,18.0,33.664997,61.0,17.654688,46.0,0.0,5,10,5
2025-05-17 11:00:00,64.0,47.4,21.2,108.0,230.0,4.7,18.3,33.215,62.0,17.25373,42.0,0.0,5,11,5
2025-05-17 12:00:00,65.0,46.9,21.1,112.0,217.0,3.7,17.2,32.565,65.0,17.447933,41.0,0.0,5,12,5
2025-05-17 13:00:00,65.0,46.0,20.5,111.0,216.0,3.4,15.2,31.565,70.0,15.844089,50.0,0.0,5,13,5
2025-05-17 14:00:00,65.0,45.1,20.1,107.0,224.0,3.6,13.8,30.715,73.0,13.779114,59.0,0.0,5,14,5
2025-05-17 15:00:00,65.0,44.2,19.7,101.0,247.0,3.9,13.6,30.165,76.0,12.181625,58.0,0.0,5,15,5
2025-05-17 16:00:00,65.0,43.1,19.3,92.0,280.0,4.8,14.0,29.765001,78.0,11.27553,40.0,0.0,5,16,5
2025-05-17 17:00:00,65.0,47.3,20.0,84.0,302.0,7.1,14.9,29.615,79.0,8.404285,56.0,0.0,5,17,5
2025-05-17 18:00:00,65.0,42.7,19.2,70.0,304.0,12.5,15.1,30.015001,78.0,8.534353,60.0,0.0,5,18,5
2025-05-17 19:00:00,65.0,39.2,18.2,52.0,297.0,19.8,15.4,29.715,81.0,7.7043357,46.0,0.0,5,19,5
2025-05-17 20:00:00,64.0,35.2,19.0,38.0,288.0,24.7,15.2,29.565,82.0,7.386582,54.0,0.0,5,20,5
2025-05-17 21:00:00,64.0,34.0,19.0,35.0,285.0,24.7,14.1,29.465,81.0,7.127636,59.0,0.0,5,21,5
2025-05-17 22:00:00,64.0,32.7,18.1,37.0,281.0,22.2,12.5,29.465,79.0,6.638072,47.0,0.0,5,22,5
2025-05-17 23:00:00,64.0,32.1,17.2,39.0,268.0,19.9,11.0,29.215,80.0,5.991594,32.0,0.0,5,23,5
2025-05-18 00:00:00,64.0,32.5,16.8,39.0,234.0,18.5,9.7,28.765001,83.0,5.3517847,57.0,0.0,6,0,5
2025-05-18 01:00:00,64.0,32.4,16.8,38.0,190.0,17.3,8.6,28.615,84.0,5.3517847,56.0,0.0,6,1,5
2025-05-18 02:00:00,64.0,31.7,17.1,37.0,163.0,16.4,7.9,29.115,81.0,6.763786,44.0,0.0,6,2,5
2025-05-18 03:00:00,64.0,32.0,17.1,35.0,160.0,16.2,7.5,30.265001,73.0,9.585739,61.0,0.0,6,3,5
2025-05-18 04:00:00,64.0,32.1,16.9,32.0,174.0,16.4,7.6,31.165,68.0,10.703569,56.0,0.0,6,4,5
2025-05-18 05:00:00,64.0,30.2,15.9,34.0,203.0,14.9,8.6,32.015,64.0,12.218805,50.0,0.0,6,5,5
2025-05-18 06:00:00,64.0,30.2,16.2,39.0,264.0,13.6,11.6,32.965,62.0,13.0447235,49.0,0.0,6,6,5
2025-05-18 07:00:00,64.0,38.3,17.5,47.0,340.0,11.8,15.7,33.465,61.0,15.0038395,48.0,0.0,6,7,5
2025-05-18 08:00:00,64.0,41.0,17.3,58.0,382.0,9.9,19.0,33.815,58.0,15.990646,42.0,0.0,6,8,5
2025-05-18 09:00:00,64.0,42.0,18.3,74.0,359.0,8.0,20.9,33.765,59.0,17.57744,41.0,0.0,6,9,5
2025-05-18 10:00:00,64.0,42.6,19.8,92.0,302.0,6.1,22.0,33.414997,59.0,18.0,41.0,0.0,6,10,5
2025-05-18 11:00:00,64.0,42.8,21.1,105.0,256.0,4.7,22.2,32.965,60.0,17.713316,38.0,0.0,6,11,5
2025-05-18 12:00:00,64.0,40.3,20.5,111.0,237.0,3.9,21.1,32.315,64.0,16.299694,48.0,0.0,6,12,5
2025-05-18 13:00:00,64.0,36.9,19.2,111.0,230.0,3.6,19.2,31.465,67.0,15.1884165,45.0,0.0,6,13,5
2025-05-18 14:00:00,64.0,32.9,17.2,108.0,233.0,3.7,17.4,30.515001,72.0,13.089354,47.0,0.0,6,14,5
2025-05-18 15:00:00,63.0,30.4,15.6,100.0,253.0,4.3,16.0,30.015001,74.0,12.181624,60.0,0.0,6,15,5
2025-05-18 16:00:00,63.0,29.7,15.0,87.0,282.0,5.3,14.9,29.715,75.0,10.195057,50.0,0.0,6,16,5
2025-05-18 17:00:00,62.0,29.6,14.0,76.0,301.0,6.9,14.3,29.565,74.0,10.086427,72.0,0.0,6,17,5
2025-05-18 18:00:00,62.0,29.3,14.1,67.0,298.0,9.4,14.2,29.815,75.0,11.480557,62.0,0.0,6,18,5
2025-05-18 19:00:00,62.0,29.3,14.3,54.0,283.0,12.9,14.0,29.615,76.0,10.296251,61.0,0.0,6,19,5
2025-05-18 20:00:00,61.0,29.9,14.9,43.0,268.0,16.1,13.8,29.515001,76.0,9.659814,59.0,0.0,6,20,5
2025-05-18 21:00:00,61.0,30.4,15.7,37.0,257.0,19.0,13.5,29.365,77.0,9.565437,56.0,0.0,6,21,5
2025-05-18 22:00:00,61.0,31.1,16.4,34.0,246.0,21.7,13.1,29.215,78.0,9.885262,48.0,0.0,6,22,5
2025-05-18 23:00:00,60.0,32.1,17.5,32.0,231.0,22.9,12.6,29.015001,79.0,9.826088,30.0,0.0,6,23,5
2025-05-19 00:00:00,60.0,32.4,17.8,32.0,206.0,21.8,11.7,28.865,79.0,10.041354,46.0,0.0,0,0,5
2025-05-19 01:00:00,60.0,31.7,17.1,34.0,176.0,19.4,10.7,28.765001,79.0,9.826088,62.0,0.0,0,1,5
2025-05-19 02:00:00,61.0,30.9,16.2,36.0,156.0,17.0,9.9,29.265001,75.0,11.304229,61.0,0.0,0,2,5
2025-05-19 03:00:00,60.0,29.8,15.3,37.0,146.0,15.2,9.2,30.115,71.0,13.358861,58.0,0.0,0,3,5
2025-05-19 04:00:00,60.0,28.7,14.5,37.0,145.0,13.5,8.7,31.165,66.0,14.799459,53.0,0.0,0,4,5
2025-05-19 05:00:00,60.0,28.9,14.6,37.0,161.0,13.2,9.3,32.114998,63.0,16.179985,60.0,0.0,0,5,5
2025-05-19 06:00:00,60.0,28.8,14.8,42.0,211.0,12.1,11.2,32.664997,61.0,17.10284,59.0,0.0,0,6,5
2025-05-19 07:00:00,60.0,36.0,16.2,49.0,277.0,10.6,13.9,33.215,60.0,17.906157,56.0,0.0,0,7,5
2025-05-19 08:00:00,60.0,37.7,16.6,57.0,314.0,9.0,15.9,33.614998,59.0,18.39878,54.0,0.0,0,8,5
2025-05-19 09:00:00,60.0,37.1,17.1,68.0,294.0,7.2,16.6,33.815,58.0,19.171478,44.0,0.0,0,9,5
2025-05-19 10:00:00,60.0,38.2,18.0,81.0,246.0,5.2,16.7,33.614998,59.0,19.881649,41.0,0.0,0,10,5
2025-05-19 11:00:00,59.0,39.6,18.8,90.0,210.0,3.8,16.4,32.914997,61.0,20.371038,35.0,0.0,0,11,5
2025-05-19 12:00:00,59.0,40.2,19.0,94.0,202.0,3.1,15.6,31.815,68.0,19.914215,46.0,0.0,0,12,5
2025-05-19 13:00:00,59.0,40.3,18.7,94.0,207.0,2.9,14.5,31.015001,71.0,17.826363,48.0,0.0,0,13,5
2025-05-19 14:00:00,59.0,41.1,18.7,92.0,217.0,3.2,13.6,30.265001,74.0,15.782622,53.0,0.0,0,14,5
2025-05-19 15:00:00,59.0,41.6,18.6,87.0,235.0,4.0,13.4,29.915,76.0,12.819235,57.0,0.0,0,15,5
2025-05-19 16:00:00,59.0,42.1,18.4,80.0,259.0,5.2,13.4,29.665,78.0,13.0447235,65.0,0.0,0,16,5
2025-05-19 17:00:00,60.0,53.0,21.3,73.0,273.0,6.8,13.7,29.565,79.0,12.181625,55.0,0.0,0,17,5
2025-05-19 18:00:00,60.0,54.2,21.7,64.0,270.0,10.3,13.8,29.965,78.0,11.525623,55.0,0.0,0,18,5
2025-05-19 19:00:00,61.0,53.3,21.7,51.0,257.0,15.1,13.9,29.915,77.0,11.874544,65.0,0.0,0,19,5
2025-05-19 20:00:00,62.0,49.2,22.0,42.0,242.0,18.5,13.7,29.715,78.0,11.874544,57.0,0.0,0,20,5
2025-05-19 21:00:00,62.0,49.5,21.9,39.0,228.0,19.4,13.0,29.515001,79.0,11.874544,59.0,0.0,0,21,5
2025-05-19 22:00:00,63.0,48.5,22.1,39.0,213.0,19.0,12.1,29.365,80.0,11.367109,65.0,0.0,0,22,5
2025-05-19 23:00:00,63.0,48.3,22.3,40.0,198.0,17.9,11.2,29.315,80.0,11.720751,78.0,0.0,0,23,5
2025-05-20 00:00:00,64.0,48.4,22.4,41.0,182.0,16.2,10.4,29.065,81.0,11.298495,78.0,0.0,1,0,5
2025-05-20 01:00:00,64.0,48.0,22.0,43.0,165.0,14.0,9.6,29.165,80.0,12.0694,78.0,0.0,1,1,5
2025-05-20 02:00:00,65.0,46.8,21.5,45.0,153.0,11.9,8.9,29.565,76.0,13.009903,85.0,0.0,1,2,5
2025-05-20 03:00:00,65.0,44.6,20.5,46.0,144.0,10.2,8.2,30.315,72.0,14.759999,53.0,0.0,1,3,5
2025-05-20 04:00:00,66.0,42.5,19.5,48.0,139.0,8.7,7.6,31.465,67.0,17.377226,63.0,0.0,1,4,5
2025-05-20 05:00:00,66.0,42.5,19.2,50.0,148.0,7.0,8.0,32.414997,63.0,18.511143,56.0,0.0,1,5,5
2025-05-20 06:00:00,66.0,41.6,19.0,52.0,185.0,7.2,9.1,33.465,60.0,19.130875,49.0,0.0,1,6,5
2025-05-20 07:00:00,67.0,45.3,20.1,55.0,236.0,7.4,10.7,34.065,58.0,20.140705,41.0,0.0,1,7,5
2025-05-20 08:00:00,67.0,50.3,20.6,60.0,266.0,7.1,12.0,34.315,58.0,20.929594,45.0,0.0,1,8,5
2025-05-20 09:00:00,67.0,59.0,21.6,69.0,252.0,6.0,12.6,34.215,58.0,21.2522,42.0,0.0,1,9,5
2025-05-20 10:00:00,68.0,71.9,23.6,79.0,217.0,4.5,12.9,33.965,59.0,20.945072,39.0,0.0,1,10,5
2025-05-20 11:00:00,68.0,82.4,24.9,87.0,191.0,3.3,13.0,33.515,60.0,20.326454,42.0,0.0,1,11,5
2025-05-20 12:00:00,69.0,88.5,25.7,91.0,185.0,2.8,12.7,32.815,63.0,19.161337,38.0,0.0,1,12,5
2025-05-20 13:00:00,70.0,86.6,25.3,91.0,189.0,2.6,12.3,31.815,67.0,17.399586,34.0,0.0,1,13,5
2025-05-20 14:00:00,70.0,85.9,25.0,90.0,198.0,2.9,12.1,30.715,73.0,15.463246,35.0,0.0,1,14,5
2025-05-20 15:00:00,71.0,85.2,24.7,86.0,216.0,3.6,12.5,29.965,77.0,14.007655,47.0,0.0,1,15,5
2025-05-20 16:00:00,71.0,86.1,24.4,80.0,240.0,4.7,13.1,29.515001,80.0,13.202726,38.0,0.0,1,16,5
2025-05-20 17:00:00,72.0,108.7,27.8,78.0,256.0,6.4,15.4,29.265001,81.0,12.904882,46.0,0.0,1,17,5
2025-05-20 18:00:00,72.0,102.2,26.5,70.0,258.0,8.3,15.5,29.615,81.0,10.805998,37.0,0.0,1,18,5
2025-05-20 19:00:00,73.0,94.5,25.3,58.0,252.0,11.0,15.5,29.465,82.0,11.165805,62.0,0.0,1,19,5
2025-05-20 20:00:00,73.0,86.6,24.3,49.0,244.0,13.1,15.4,29.365,83.0,11.27553,46.0,0.0,1,20,5
2025-05-20 21:00:00,73.0,81.5,23.4,45.0,238.0,14.4,15.0,29.115,84.0,12.57426,42.0,0.0,1,21,5
2025-05-20 22:00:00,73.0,75.2,22.9,45.0,230.0,15.2,14.3,28.865,86.0,11.928989,46.0,0.0,1,22,5
2025-05-20 23:00:00,73.0,72.9,22.9,45.0,218.0,15.1,13.4,28.715,86.0,11.525623,48.0,0.0,1,23,5
2025-05-21 00:00:00,74.0,72.4,22.6,47.0,197.0,13.5,11.9,28.815,84.0,10.829959,46.0,0.0,2,0,5
2025-05-21 01:00:00,74.0,71.2,21.8,50.0,171.0,11.1,10.2,28.665,84.0,10.390226,52.0,0.0,2,1,5
2025-05-21 02:00:00,74.0,68.7,20.9,52.0,152.0,9.1,8.9,29.065,81.0,12.074766,49.0,0.0,2,2,5
2025-05-21 03:00:00,73.0,67.1,20.3,53.0,142.0,8.2,8.2,29.915,76.0,14.154915,46.0,0.0,2,3,5
2025-05-21 04:00:00,73.0,66.8,20.1,53.0,140.0,7.7,7.9,31.165,69.0,15.226764,46.0,0.0,2,4,5
2025-05-21 05:00:00,73.0,67.8,20.2,54.0,151.0,7.2,8.2,32.315,65.0,16.039202,48.0,0.0,2,5,5
2025-05-21 06:00:00,74.0,72.6,21.1,56.0,189.0,7.7,9.9,33.614998,60.0,18.079027,55.0,0.0,2,6,5
2025-05-21 07:00:00,74.0,96.6,24.2,60.0,240.0,8.3,12.3,34.164997,58.0,18.59845,49.0,0.0,2,7,5
2025-05-21 08:00:00,74.0,133.2,28.0,66.0,271.0,8.3,14.2,34.565,58.0,19.353138,45.0,0.0,2,8,5
2025-05-21 09:00:00,75.0,140.2,29.7,77.0,260.0,7.0,15.1,34.315,59.0,19.809813,41.0,0.0,2,9,5
2025-05-21 10:00:00,75.0,140.2,31.2,90.0,228.0,5.0,15.4,34.215,57.0,19.809813,34.0,0.0,2,10,5
2025-05-21 11:00:00,76.0,136.0,32.1,100.0,205.0,3.6,15.6,33.565,60.0,19.809813,38.0,0.0,2,11,5
2025-05-21 12:00:00,77.0,131.3,32.1,105.0,201.0,3.1,15.7,32.565,66.0,17.782686,46.0,0.0,2,12,5
2025-05-21 13:00:00,77.0,129.5,32.0,108.0,205.0,3.1,15.6,31.415,71.0,16.78156,53.0,0.0,2,13,5
2025-05-21 14:00:00,78.0,126.2,31.7,107.0,214.0,3.5,15.5,30.365,76.0,14.904173,68.0,0.0,2,14,5
2025-05-21 15:00:00,79.0,121.5,30.9,102.0,232.0,4.3,15.3,29.665,81.0,13.324863,56.0,0.0,2,15,5
2025-05-21 16:00:00,79.0,116.4,29.7,93.0,255.0,5.4,14.9,29.415,82.0,12.313894,68.0,0.0,2,16,5
2025-05-21 17:00:00,80.0,149.0,34.3,87.0,271.0,6.9,15.9,29.415,80.0,12.7279215,73.0,0.0,2,17,5
2025-05-21 18:00:00,80.0,133.2,32.4,77.0,272.0,9.2,15.9,30.265001,76.0,13.049689,72.0,0.0,2,18,5
2025-05-21 19:00:00,81.0,116.2,30.5,63.0,266.0,12.4,15.8,30.015001,77.0,13.450708,56.0,0.0,2,19,5
2025-05-21 20:00:00,81.0,104.1,29.2,52.0,258.0,15.1,15.4,29.965,79.0,12.324414,65.0,0.0,2,20,5
2025-05-21 21:00:00,82.0,89.9,27.9,46.0,253.0,17.1,14.6,29.715,81.0,12.682018,51.0,0.0,2,21,5
2025-05-21 22:00:00,82.0,86.8,27.6,44.0,247.0,18.5,13.6,29.365,83.0,12.245294,47.0,0.0,2,22,5
2025-05-21 23:00:00,82.0,85.4,27.3,43.0,235.0,18.6,12.5,29.015001,86.0,12.074766,54.0,0.0,2,23,5
2025-05-22 00:00:00,83.0,84.3,26.0,45.0,210.0,16.2,11.4,29.165,84.0,10.805999,45.0,0.0,3,0,5
2025-05-22 01:00:00,83.0,78.0,23.7,50.0,179.0,12.4,10.3,29.015001,83.0,10.08,39.0,0.0,3,1,5
2025-05-22 02:00:00,83.0,72.9,21.7,53.0,155.0,9.4,9.4,29.415,77.0,11.542478,41.0,0.0,3,2,5
2025-05-22 03:00:00,83.0,68.9,20.3,53.0,141.0,8.3,8.7,30.165,73.0,14.081478,53.0,0.0,3,3,5
2025-05-22 04:00:00,83.0,66.8,19.5,53.0,135.0,8.0,8.3,31.265001,67.0,15.683776,61.0,0.0,3,4,5
2025-05-22 05:00:00,83.0,78.2,20.6,53.0,144.0,7.6,8.7,32.364998,63.0,17.377226,37.0,0.0,3,5,5
2025-05-22 06:00:00,83.0,78.9,20.9,55.0,182.0,8.0,10.4,33.664997,60.0,17.992796,39.0,0.0,3,6,5
2025-05-22 07:00:00,83.0,96.4,23.2,57.0,234.0,8.6,12.8,34.065,59.0,18.720001,50.0,0.0,3,7,5
2025-05-22 08:00:00,83.0,113.9,25.0,63.0,267.0,8.5,14.7,34.164997,59.0,19.161337,54.0,0.0,3,8,5
2025-05-22 09:00:00,83.0,115.7,26.4,74.0,259.0,7.3,15.8,34.114998,59.0,19.826164,41.0,0.0,3,9,5
2025-05-22 10:00:00,83.0,110.4,27.0,88.0,231.0,5.4,16.4,33.815,60.0,20.188908,40.0,0.0,3,10,5
2025-05-22 11:00:00,82.0,106.4,27.3,98.0,210.0,4.0,16.5,33.164997,63.0,19.694992,38.0,0.0,3,11,5
2025-05-22 12:00:00,82.0,101.0,26.5,101.0,205.0,3.3,15.8,32.465,67.0,17.595861,44.0,0.0,3,12,5
2025-05-22 13:00:00,81.0,96.6,25.3,99.0,206.0,3.1,14.5,31.515001,70.0,16.263872,44.0,0.0,3,13,5
2025-05-22 14:00:00,81.0,94.1,24.4,96.0,214.0,3.3,13.6,30.665,74.0,14.182355,46.0,0.0,3,14,5
2025-05-22 15:00:00,80.0,91.7,23.6,91.0,233.0,3.8,13.3,29.965,77.0,12.522619,51.0,0.0,3,15,5
2025-05-22 16:00:00,79.0,84.3,22.3,84.0,258.0,4.7,13.4,29.565,80.0,11.440978,63.0,0.0,3,16,5
2025-05-22 17:00:00,79.0,85.7,22.1,76.0,276.0,6.6,13.7,29.465,79.0,10.948973,61.0,0.0,3,17,5
2025-05-22 18:00:00,78.0,78.7,21.3,66.0,283.0,10.8,14.0,29.865,78.0,9.6932955,66.0,0.0,3,18,5
2025-05-22 19:00:00,77.0,68.7,20.3,53.0,283.0,16.5,14.3,29.715,79.0,10.661107,62.0,0.0,3,19,5
2025-05-22 20:00:00,76.0,57.0,20.3,43.0,277.0,20.8,14.3,29.415,80.0,12.074766,45.0,0.0,3,20,5
2025-05-22 21:00:00,75.0,56.6,20.5,39.0,265.0,22.3,13.8,29.215,81.0,13.004921,56.0,0.0,3,21,5
2025-05-22 22:00:00,74.0,56.2,21.0,38.0,248.0,22.4,13.1,29.115,79.0,13.684735,65.0,0.0,3,22,5
2025-05-22 23:00:00,74.0,56.0,21.4,39.0,228.0,21.4,12.1,28.915,79.0,14.154915,49.0,0.0,3,23,5
2025-05-23 00:00:00,73.0,56.1,21.3,41.0,202.0,19.1,10.7,28.915,81.0,11.966953,53.0,0.0,4,0,5
2025-05-23 01:00:00,73.0,55.5,20.3,43.0,173.0,15.9,9.1,28.765001,82.0,11.659777,41.0,0.0,4,1,5
2025-05-23 02:00:00,73.0,54.9,19.1,46.0,152.0,13.0,8.0,29.165,79.0,13.138765,41.0,0.0,4,2,5
2025-05-23 03:00:00,72.0,54.7,18.2,48.0,141.0,10.8,7.8,30.165,72.0,16.24394,51.0,0.0,4,3,5
2025-05-23 04:00:00,72.0,54.2,17.6,50.0,137.0,9.0,8.1,31.415,66.0,17.811815,49.0,0.0,4,4,5
2025-05-23 05:00:00,72.0,44.0,15.9,52.0,147.0,7.7,7.8,32.715,61.0,18.430452,41.0,0.0,4,5,5
2025-05-23 06:00:00,72.0,45.9,15.9,54.0,183.0,7.7,8.7,34.164997,56.0,18.733839,34.0,0.0,4,6,5
2025-05-23 07:00:00,71.0,51.6,16.8,58.0,232.0,7.6,9.9,35.164997,53.0,18.391735,27.0,0.0,4,7,5
2025-05-23 08:00:00,71.0,66.4,19.0,64.0,261.0,7.2,11.0,35.565,52.0,18.709612,18.0,0.0,4,8,5
2025-05-23 09:00:00,70.0,61.5,18.5,74.0,251.0,6.2,11.9,35.414997,53.0,19.011953,6.0,0.0,4,9,5
2025-05-23 10:00:00,69.0,61.7,19.4,86.0,221.0,4.9,12.7,34.465,58.0,20.12461,27.0,0.0,4,10,5
2025-05-23 11:00:00,69.0,62.2,20.0,95.0,200.0,3.9,13.3,33.515,61.0,21.26744,19.0,0.0,4,11,5
2025-05-23 12:00:00,68.0,61.2,20.1,100.0,197.0,3.5,13.5,32.465,71.0,21.382906,42.0,0.0,4,12,5
2025-05-23 13:00:00,67.0,58.2,19.9,102.0,202.0,3.4,13.5,31.165,79.0,20.111729,59.0,0.0,4,13,5
2025-05-23 14:00:00,67.0,54.7,19.6,101.0,212.0,3.8,13.4,30.365,78.0,17.654688,59.0,0.0,4,14,5
2025-05-23 15:00:00,67.0,51.7,19.3,96.0,233.0,4.4,13.3,29.965,79.0,16.375053,61.0,0.0,4,15,5
2025-05-23 16:00:00,66.0,49.8,18.7,88.0,259.0,5.5,13.2,29.715,79.0,16.09969,64.0,0.0,4,16,5
2025-05-23 17:00:00,66.0,52.5,18.5,79.0,275.0,7.8,13.9,29.615,78.0,14.458382,67.0,0.0,4,17,5
2025-05-23 18:00:00,66.0,53.4,18.2,67.0,271.0,12.1,14.0,29.965,78.0,13.708391,65.0,0.0,4,18,5
2025-05-23 19:00:00,65.0,52.5,18.1,51.0,255.0,17.9,14.0,29.615,78.0,14.587776,66.0,0.0,4,19,5
2025-05-23 20:00:00,65.0,50.1,18.9,40.0,239.0,21.7,13.6,29.465,79.0,13.910169,64.0,0.0,4,20,5
2025-05-23 21:00:00,65.0,49.9,19.4,38.0,226.0,21.6,12.5,29.365,79.0,14.081478,62.0,0.0,4,21,5
2025-05-23 22:00:00,65.0,49.2,19.1,40.0,213.0,19.5,10.9,29.165,81.0,14.417988,62.0,0.0,4,22,5
2025-05-23 23:00:00,65.0,48.3,18.3,43.0,198.0,16.9,9.6,29.115,81.0,13.363711,58.0,0.0,4,23,5
2025-05-24 00:00:00,64.0,48.3,17.6,46.0,179.0,14.1,8.6,29.065,83.0,11.879999,42.0,0.0,5,0,5
2025-05-24 01:00:00,64.0,48.3,17.2,50.0,158.0,10.9,7.8,28.915,84.0,11.165805,41.0,0.0,5,1,5
2025-05-24 02:00:00,64.0,46.7,16.7,53.0,143.0,8.4,7.3,29.415,82.0,11.901798,60.0,0.0,5,2,5
2025-05-24 03:00:00,64.0,45.5,16.5,54.0,134.0,7.1,7.0,30.515001,74.0,16.263872,64.0,0.0,5,3,5
2025-05-24 04:00:00,63.0,44.5,16.4,55.0,130.0,6.5,7.1,31.765001,68.0,17.673029,52.0,0.0,5,4,5
2025-05-24 05:00:00,63.0,41.4,15.9,57.0,140.0,5.9,7.2,32.815,65.0,18.36353,51.0,0.0,5,5,5
2025-05-24 06:00:00,63.0,43.3,16.6,58.0,177.0,6.6,8.3,33.815,60.0,17.28,43.0,0.0,5,6,5
2025-05-24 07:00:00,63.0,51.9,19.0,60.0,228.0,7.4,9.9,34.565,58.0,17.414476,39.0,0.0,5,7,5
2025-05-24 08:00:00,64.0,55.3,19.9,65.0,259.0,7.7,11.4,34.965,57.0,18.161278,37.0,0.0,5,8,5
2025-05-24 09:00:00,64.0,57.0,21.1,76.0,250.0,6.8,12.9,35.114998,54.0,19.386593,28.0,0.0,5,9,5
2025-05-24 10:00:00,64.0,59.4,22.8,90.0,221.0,5.3,14.5,34.465,59.0,20.288164,27.0,0.0,5,10,5
2025-05-24 11:00:00,64.0,62.9,23.9,100.0,199.0,4.2,15.4,33.614998,61.0,20.288164,32.0,0.0,5,11,5
2025-05-24 12:00:00,65.0,63.3,24.3,104.0,195.0,3.7,15.4,33.065,64.0,19.33639,31.0,0.0,5,12,5
2025-05-24 13:00:00,65.0,63.1,24.3,104.0,199.0,3.5,14.8,31.815,72.0,18.03237,38.0,0.0,5,13,5
2025-05-24 14:00:00,65.0,62.4,24.0,101.0,208.0,3.7,14.1,30.665,78.0,16.179985,52.0,0.0,5,14,5
2025-05-24 15:00:00,66.0,61.2,23.5,94.0,225.0,4.2,13.5,30.015001,82.0,14.799459,62.0,0.0,5,15,5
2025-05-24 16:00:00,66.0,59.8,22.8,84.0,248.0,5.1,12.8,29.665,83.0,14.372974,58.0,0.0,5,16,5
2025-05-24 17:00:00,66.0,73.8,25.3,75.0,263.0,6.9,12.8,29.415,83.0,15.273505,60.0,0.0,5,17,5
2025-05-24 18:00:00,67.0,71.5,25.4,66.0,264.0,9.9,13.2,29.715,81.0,11.966953,53.0,0.0,5,18,5
2025-05-24 19:00:00,68.0,68.7,25.4,55.0,258.0,14.1,13.7,29.465,82.0,11.609651,45.0,0.0,5,19,5
2025-05-24 20:00:00,68.0,64.0,25.5,46.0,250.0,17.0,13.7,29.265001,84.0,11.252519,59.0,0.0,5,20,5
2025-05-24 21:00:00,69.0,60.8,25.7,43.0,242.0,17.7,13.0,29.115,84.0,11.542478,59.0,0.0,5,21,5
2025-05-24 22:00:00,69.0,60.5,25.7,44.0,232.0,17.1,11.9,29.065,84.0,11.901798,67.0,0.0,5,22,5
2025-05-24 23:00:00,70.0,60.3,25.8,45.0,217.0,15.9,10.7,29.065,84.0,13.75558,58.0,0.0,5,23,5
2025-05-25 00:00:00,71.0,59.8,25.6,47.0,193.0,13.8,9.5,29.565,82.0,13.493999,75.0,0.0,6,0,5
2025-05-25 01:00:00,71.0,57.4,24.5,50.0,165.0,10.9,8.2,29.615,82.0,12.496719,68.0,0.0,6,1,5
2025-05-25 02:00:00,72.0,56.3,24.0,52.0,145.0,8.7,7.3,30.015001,79.0,13.276144,68.0,0.0,6,2,5
2025-05-25 03:00:00,73.0,56.0,23.6,53.0,136.0,7.6,6.9,30.665,77.0,14.84318,42.0,0.0,6,3,5
2025-05-25 04:00:00,73.0,56.7,23.6,53.0,135.0,7.1,6.9,31.665,71.0,15.629971,46.0,0.0,6,4,5
2025-05-25 05:00:00,74.0,69.2,24.6,57.0,147.0,5.7,7.2,32.765,66.0,15.978486,53.0,0.0,6,5,5
2025-05-25 06:00:00,75.0,65.4,24.7,58.0,185.0,6.4,8.3,33.864998,61.0,16.766108,43.0,0.0,6,6,5
2025-05-25 07:00:00,75.0,67.8,25.3,60.0,237.0,7.4,9.9,34.715,58.0,17.654686,38.0,0.0,6,7,5
2025-05-25 08:00:00,76.0,71.0,26.3,65.0,269.0,7.8,11.4,35.265,58.0,18.692286,27.0,0.0,6,8,5
2025-05-25 09:00:00,77.0,72.9,27.2,76.0,261.0,7.0,12.9,35.315,57.0,19.9954,22.0,0.0,6,9,5
